6.999999999999999556e-01,1.300000000000000044e+00,4.599999999999999645e+00,5.999999999999999778e-01,9.000000000000000222e-01,5.999999999999999778e-01,5.000000000000000000e-01,3.399999999999999911e+00,9.000000000000000222e-01,5.999999999999999778e-01,2.999999999999999889e-01,4.000000000000000222e-01,2.999999999999999889e-01,4.000000000000000222e-01,2.999999999999999889e-01,3.200000000000000178e+00,4.799999999999999822e+00,2.700000000000000178e+00,7.399999999999999911e-01,2.200000000000000178e+00,4.099999999999999645e+00,6.700000000000000400e-01,1.199999999999999956e+00,8.599999999999999867e-01,7.800000000000000266e-01,6.800000000000000488e-01,5.400000000000000355e-01,5.699999999999999512e-01,4.500000000000000000e+00,1.500000000000000000e+00,2.500000000000000000e+00,1.300000000000000044e+00,2.500000000000000000e+00,2.899999999999999911e+00,1.000000000000000000e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.580000000000000071e+00,1.659999999999999920e+00,1.070000000000000062e+00,6.300000000000000000e+01,2.290000000000000036e+00,2.680000000000000160e+00,1.320000000000000062e+00,1.419999999999999929e+00,1.570000000000000062e+00
6.999999999999999556e-01,1.199999999999999956e+00,2.100000000000000089e+00,5.999999999999999778e-01,8.000000000000000444e-01,5.999999999999999778e-01,5.000000000000000000e-01,2.799999999999999822e+00,9.000000000000000222e-01,9.000000000000000222e-01,2.999999999999999889e-01,4.000000000000000222e-01,2.999999999999999889e-01,4.000000000000000222e-01,2.999999999999999889e-01,3.200000000000000178e+00,4.400000000000000355e+00,2.500000000000000000e+00,7.299999999999999822e-01,2.200000000000000178e+00,2.200000000000000000e+01,6.899999999999999467e-01,1.199999999999999956e+00,8.699999999999999956e-01,8.100000000000000533e-01,5.400000000000000355e-01,4.799999999999999822e-01,5.699999999999999512e-01,3.899999999999999911e+00,1.699999999999999956e+00,2.500000000000000000e+00,2.399999999999999911e+00,2.500000000000000000e+00,2.899999999999999911e+00,5.299999999999999822e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.629999999999999893e+00,1.520000000000000018e+00,1.070000000000000062e+00,5.929999999999999716e+01,2.270000000000000018e+00,2.450000000000000178e+00,1.179999999999999938e+00,1.330000000000000071e+00,1.159999999999999920e+00
5.999999999999999778e-01,1.199999999999999956e+00,1.899999999999999911e+00,5.999999999999999778e-01,8.000000000000000444e-01,5.999999999999999778e-01,5.000000000000000000e-01,2.399999999999999911e+00,9.000000000000000222e-01,6.999999999999999556e-01,2.999999999999999889e-01,4.000000000000000222e-01,2.999999999999999889e-01,4.000000000000000222e-01,2.999999999999999889e-01,3.299999999999999822e+00,4.200000000000000178e+00,2.299999999999999822e+00,7.299999999999999822e-01,2.299999999999999822e+00,1.000000000000000000e+01,6.599999999999999645e+00,1.100000000000000089e+00,8.599999999999999867e-01,8.100000000000000533e-01,5.400000000000000355e-01,4.899999999999999911e-01,5.699999999999999512e-01,3.700000000000000178e+00,1.600000000000000089e+00,2.500000000000000000e+00,1.699999999999999956e+00,4.800000000000000000e+01,2.799999999999999822e+00,3.600000000000000089e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.360000000000000098e+00,2.229999999999999982e+00,1.810000000000000053e+00,6.559999999999999432e+01,2.330000000000000071e+00,2.089999999999999858e+00,1.100000000000000089e+00,1.219999999999999973e+00,1.379999999999999893e+00
5.999999999999999778e-01,1.100000000000000089e+00,1.699999999999999956e+00,5.999999999999999778e-01,9.000000000000000222e-01,9.000000000000000222e-01,5.000000000000000000e-01,2.200000000000000178e+00,9.000000000000000222e-01,6.999999999999999556e-01,2.999999999999999889e-01,2.999999999999999889e-01,2.999999999999999889e-01,4.000000000000000222e-01,2.999999999999999889e-01,3.100000000000000089e+00,4.000000000000000000e+00,2.399999999999999911e+00,7.399999999999999911e-01,2.299999999999999822e+00,7.200000000000000178e+00,1.500000000000000000e+00,1.100000000000000089e+00,8.599999999999999867e-01,8.100000000000000533e-01,5.000000000000000000e-01,5.000000000000000000e-01,7.299999999999999822e-01,3.500000000000000000e+00,1.600000000000000089e+00,2.500000000000000000e+00,1.699999999999999956e+00,1.700000000000000000e+01,2.899999999999999911e+00,3.000000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.199999999999999956e+00,2.729999999999999982e+00,1.250000000000000000e+00,3.289999999999999858e+01,2.220000000000000195e+00,2.060000000000000053e+00,1.090000000000000080e+00,1.209999999999999964e+00,1.399999999999999911e+00
5.999999999999999778e-01,1.100000000000000089e+00,1.600000000000000089e+00,5.999999999999999778e-01,9.000000000000000222e-01,8.000000000000000444e-01,5.000000000000000000e-01,2.200000000000000178e+00,9.000000000000000222e-01,1.199999999999999956e+00,2.999999999999999889e-01,2.999999999999999889e-01,2.999999999999999889e-01,4.000000000000000222e-01,2.999999999999999889e-01,3.000000000000000000e+00,3.799999999999999822e+00,2.399999999999999911e+00,6.199999999999999956e-01,2.299999999999999822e+00,5.000000000000000000e+00,2.600000000000000000e+01,1.100000000000000089e+00,8.100000000000000533e-01,8.100000000000000533e-01,5.000000000000000000e-01,4.899999999999999911e-01,5.699999999999999512e-01,3.200000000000000178e+00,1.600000000000000089e+00,2.500000000000000000e+00,1.699999999999999956e+00,1.100000000000000000e+01,3.700000000000000178e+00,2.700000000000000178e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.110000000000000098e+00,1.989999999999999991e+00,1.090000000000000080e+00,2.989999999999999858e+01,2.209999999999999964e+00,2.339999999999999858e+00,1.090000000000000080e+00,1.169999999999999929e+00,1.189999999999999947e+00
5.999999999999999778e-01,1.000000000000000000e+00,1.600000000000000089e+00,5.999999999999999778e-01,9.000000000000000222e-01,6.999999999999999556e-01,5.000000000000000000e-01,2.100000000000000089e+00,9.000000000000000222e-01,2.100000000000000089e+00,2.999999999999999889e-01,2.999999999999999889e-01,2.999999999999999889e-01,4.000000000000000222e-01,2.999999999999999889e-01,2.899999999999999911e+00,3.700000000000000178e+00,2.200000000000000178e+00,3.200000000000000178e+00,2.200000000000000178e+00,4.000000000000000000e+00,2.000000000000000000e+01,1.000000000000000000e+00,8.199999999999999512e-01,8.100000000000000533e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.699999999999999512e-01,3.000000000000000000e+00,1.800000000000000044e+00,2.500000000000000000e+00,1.699999999999999956e+00,8.199999999999999289e+00,2.900000000000000000e+01,2.600000000000000089e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.139999999999999902e+00,5.910000000000000142e+00,1.040000000000000036e+00,2.610000000000000142e+01,2.140000000000000124e+00,2.080000000000000071e+00,1.090000000000000080e+00,1.159999999999999920e+00,1.120000000000000107e+00
6.999999999999999556e-01,1.000000000000000000e+00,1.600000000000000089e+00,5.999999999999999778e-01,9.000000000000000222e-01,6.999999999999999556e-01,5.000000000000000000e-01,2.100000000000000089e+00,9.000000000000000222e-01,1.100000000000000089e+00,2.999999999999999889e-01,2.999999999999999889e-01,2.999999999999999889e-01,4.000000000000000222e-01,2.999999999999999889e-01,2.799999999999999822e+00,3.600000000000000089e+00,2.100000000000000089e+00,3.200000000000000178e+00,2.299999999999999822e+00,3.500000000000000000e+00,1.200000000000000000e+01,9.799999999999999822e-01,8.000000000000000444e-01,8.100000000000000533e-01,4.799999999999999822e-01,5.000000000000000000e-01,4.500000000000000000e+00,2.700000000000000178e+00,1.699999999999999956e+00,2.399999999999999911e+00,1.699999999999999956e+00,6.799999999999999822e+00,2.400000000000000000e+01,4.500000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.239999999999999991e+00,3.339999999999999858e+00,1.050000000000000044e+00,2.310000000000000142e+01,2.209999999999999964e+00,3.290000000000000036e+00,1.070000000000000062e+00,1.149999999999999911e+00,1.050000000000000044e+00
5.999999999999999778e-01,1.000000000000000000e+00,1.600000000000000089e+00,5.999999999999999778e-01,9.000000000000000222e-01,6.999999999999999556e-01,5.000000000000000000e-01,2.100000000000000089e+00,9.000000000000000222e-01,6.999999999999999556e-01,4.000000000000000222e-01,2.999999999999999889e-01,2.999999999999999889e-01,4.000000000000000222e-01,6.299999999999999822e+00,2.700000000000000178e+00,3.600000000000000089e+00,2.000000000000000000e+00,1.100000000000000089e+00,2.299999999999999822e+00,3.200000000000000178e+00,1.100000000000000000e+01,9.799999999999999822e-01,8.000000000000000444e-01,8.100000000000000533e-01,4.699999999999999734e-01,5.200000000000000178e-01,2.700000000000000178e+00,2.500000000000000000e+00,1.699999999999999956e+00,2.399999999999999911e+00,1.600000000000000089e+00,5.799999999999999822e+00,2.600000000000000000e+01,1.300000000000000000e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.229999999999999982e+00,2.350000000000000089e+00,1.060000000000000053e+00,2.210000000000000142e+01,2.270000000000000018e+00,2.459999999999999964e+00,1.040000000000000036e+00,1.100000000000000089e+00,1.060000000000000053e+00
5.999999999999999778e-01,1.199999999999999956e+00,2.000000000000000000e+00,5.999999999999999778e-01,9.000000000000000222e-01,6.999999999999999556e-01,5.000000000000000000e-01,2.100000000000000089e+00,9.000000000000000222e-01,6.999999999999999556e-01,4.000000000000000222e-01,2.999999999999999889e-01,2.999999999999999889e-01,4.000000000000000222e-01,2.799999999999999822e+00,2.700000000000000178e+00,3.500000000000000000e+00,2.000000000000000000e+00,8.800000000000000044e-01,2.200000000000000178e+00,3.000000000000000000e+00,7.700000000000000178e+00,1.100000000000000089e+00,7.900000000000000355e-01,1.199999999999999956e+00,4.699999999999999734e-01,5.000000000000000000e-01,1.400000000000000000e+01,2.500000000000000000e+00,1.699999999999999956e+00,2.399999999999999911e+00,1.600000000000000089e+00,4.900000000000000355e+00,1.700000000000000000e+01,7.000000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.239999999999999991e+00,2.040000000000000036e+00,1.050000000000000044e+00,2.150000000000000000e+01,2.339999999999999858e+00,2.209999999999999964e+00,1.040000000000000036e+00,1.110000000000000098e+00,1.070000000000000062e+00
5.000000000000000000e-01,1.300000000000000000e+01,1.600000000000000089e+00,5.999999999999999778e-01,9.000000000000000222e-01,6.999999999999999556e-01,5.000000000000000000e-01,2.000000000000000000e+00,9.000000000000000222e-01,6.999999999999999556e-01,4.000000000000000222e-01,2.999999999999999889e-01,2.999999999999999889e-01,4.000000000000000222e-01,1.199999999999999956e+00,6.900000000000000000e+01,3.299999999999999822e+00,1.899999999999999911e+00,8.100000000000000533e-01,2.200000000000000178e+00,3.000000000000000000e+00,6.200000000000000178e+00,9.799999999999999822e-01,7.800000000000000266e-01,1.300000000000000044e+00,4.699999999999999734e-01,5.699999999999999512e-01,4.299999999999999822e+00,2.399999999999999911e+00,1.600000000000000089e+00,2.299999999999999822e+00,1.600000000000000089e+00,4.599999999999999645e+00,1.300000000000000000e+01,4.900000000000000355e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.360000000000000098e+00,1.889999999999999902e+00,1.050000000000000044e+00,2.189999999999999858e+01,2.259999999999999787e+00,2.209999999999999964e+00,1.030000000000000027e+00,1.100000000000000089e+00,1.060000000000000053e+00
5.999999999999999778e-01,1.900000000000000000e+01,1.800000000000000044e+00,5.999999999999999778e-01,1.000000000000000000e+00,6.999999999999999556e-01,5.000000000000000000e-01,2.000000000000000000e+00,9.000000000000000222e-01,8.000000000000000444e-01,4.000000000000000222e-01,2.999999999999999889e-01,2.999999999999999889e-01,4.000000000000000222e-01,8.000000000000000444e-01,1.300000000000000000e+01,3.200000000000000178e+00,2.000000000000000000e+00,7.800000000000000266e-01,2.200000000000000178e+00,2.799999999999999822e+00,5.099999999999999645e+00,9.799999999999999822e-01,8.000000000000000444e-01,9.799999999999999822e-01,5.100000000000000089e-01,2.000000000000000000e+00,4.400000000000000355e+00,2.299999999999999822e+00,1.600000000000000089e+00,2.399999999999999911e+00,2.399999999999999911e+00,4.500000000000000000e+00,1.100000000000000000e+01,3.899999999999999911e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.419999999999999929e+00,1.800000000000000044e+00,1.110000000000000098e+00,1.980000000000000071e+01,2.290000000000000036e+00,2.160000000000000142e+00,9.799999999999999822e-01,1.179999999999999938e+00,1.060000000000000053e+00
5.999999999999999778e-01,1.100000000000000000e+01,2.000000000000000000e+00,5.999999999999999778e-01,9.000000000000000222e-01,8.000000000000000444e-01,5.000000000000000000e-01,2.000000000000000000e+00,9.000000000000000222e-01,8.000000000000000444e-01,4.000000000000000222e-01,2.999999999999999889e-01,2.999999999999999889e-01,4.000000000000000222e-01,5.999999999999999778e-01,1.100000000000000000e+01,3.200000000000000178e+00,2.000000000000000000e+00,7.299999999999999822e-01,2.100000000000000089e+00,2.500000000000000000e+00,4.299999999999999822e+00,9.799999999999999822e-01,7.900000000000000355e-01,9.100000000000000311e-01,5.200000000000000178e-01,1.600000000000000089e+00,3.799999999999999822e+00,2.299999999999999822e+00,1.600000000000000089e+00,2.399999999999999911e+00,1.899999999999999911e+00,4.299999999999999822e+00,9.800000000000000711e+00,3.399999999999999911e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.360000000000000098e+00,1.750000000000000000e+00,1.090000000000000080e+00,1.930000000000000071e+01,2.299999999999999822e+00,2.020000000000000018e+00,1.000000000000000000e+00,1.169999999999999929e+00,1.060000000000000053e+00
5.999999999999999778e-01,6.500000000000000000e+00,1.800000000000000044e+00,5.999999999999999778e-01,4.400000000000000355e+00,8.000000000000000444e-01,5.000000000000000000e-01,1.800000000000000044e+00,9.000000000000000222e-01,9.000000000000000222e-01,4.000000000000000222e-01,2.999999999999999889e-01,2.999999999999999889e-01,5.000000000000000000e-01,5.000000000000000000e-01,9.199999999999999289e+00,3.100000000000000089e+00,1.899999999999999911e+00,6.700000000000000400e-01,2.200000000000000178e+00,2.399999999999999911e+00,3.600000000000000089e+00,1.000000000000000000e+00,3.299999999999999822e+00,8.900000000000000133e-01,5.500000000000000444e-01,1.100000000000000089e+00,3.399999999999999911e+00,2.299999999999999822e+00,1.600000000000000089e+00,2.399999999999999911e+00,4.400000000000000355e+00,3.899999999999999911e+00,9.400000000000000355e+00,3.200000000000000178e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.350000000000000089e+00,1.699999999999999956e+00,1.070000000000000062e+00,1.810000000000000142e+01,2.200000000000000178e+00,1.949999999999999956e+00,1.100000000000000089e+00,1.110000000000000098e+00,1.030000000000000027e+00
5.999999999999999778e-01,4.700000000000000178e+00,1.699999999999999956e+00,5.999999999999999778e-01,3.299999999999999822e+00,8.000000000000000444e-01,4.000000000000000222e-01,1.800000000000000044e+00,1.000000000000000000e+00,9.000000000000000222e-01,4.000000000000000222e-01,4.000000000000000222e-01,2.999999999999999889e-01,5.000000000000000000e-01,5.000000000000000000e-01,8.599999999999999645e+00,3.100000000000000089e+00,1.899999999999999911e+00,6.600000000000000311e-01,2.200000000000000178e+00,3.200000000000000178e+00,3.299999999999999822e+00,1.000000000000000000e+00,1.100000000000000089e+00,8.499999999999999778e-01,5.699999999999999512e-01,1.300000000000000044e+00,3.100000000000000089e+00,2.200000000000000178e+00,1.600000000000000089e+00,2.399999999999999911e+00,2.799999999999999822e+00,3.700000000000000178e+00,8.500000000000000000e+00,3.000000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.320000000000000062e+00,1.639999999999999902e+00,1.030000000000000027e+00,1.789999999999999858e+01,2.069999999999999840e+00,1.860000000000000098e+00,1.090000000000000080e+00,1.090000000000000080e+00,1.020000000000000018e+00
5.999999999999999778e-01,3.600000000000000089e+00,1.600000000000000089e+00,5.999999999999999778e-01,1.899999999999999911e+00,6.999999999999999556e-01,5.000000000000000000e-01,1.800000000000000044e+00,1.000000000000000000e+00,9.000000000000000222e-01,4.000000000000000222e-01,4.000000000000000222e-01,4.000000000000000222e-01,5.000000000000000000e-01,5.000000000000000000e-01,8.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,6.800000000000000488e-01,2.200000000000000178e+00,2.299999999999999822e+00,3.000000000000000000e+00,1.000000000000000000e+00,8.399999999999999689e-01,8.399999999999999689e-01,5.500000000000000444e-01,6.200000000000000178e+00,2.799999999999999822e+00,2.200000000000000178e+00,1.600000000000000089e+00,2.100000000000000089e+00,2.000000000000000000e+00,3.399999999999999911e+00,7.500000000000000000e+00,2.899999999999999911e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.340000000000000080e+00,1.689999999999999947e+00,1.030000000000000027e+00,1.900000000000000000e+01,2.069999999999999840e+00,1.830000000000000071e+00,1.159999999999999920e+00,1.080000000000000071e+00,1.020000000000000018e+00
